Par,Origem ID,Origem,Destino ID,Destino,Distância reta (km),Modo recomendado,Tempo estimado (min),Tempo planejamento (min),Confiança,Observação
L24-L35,L24,Gerald Schoenfeld Theatre — Broadway,L35,Apple Fifth Avenue,1.35,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L36,L24,Gerald Schoenfeld Theatre — Broadway,L36,SoHo — Prince & Broadway,3.91,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L37,L24,Gerald Schoenfeld Theatre — Broadway,L37,Pearl River Mart,4.16,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L38,L24,Gerald Schoenfeld Theatre — Broadway,L38,Intrepid Museum,1.23,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L39,L24,Gerald Schoenfeld Theatre — Broadway,L39,Hudson River Greenway — Midtown,1.60,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L40,L24,Gerald Schoenfeld Theatre — Broadway,L40,Hudson Yards,1.39,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L41,L24,Gerald Schoenfeld Theatre — Broadway,L41,The Oculus,5.60,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L42,L24,Gerald Schoenfeld Theatre — Broadway,L42,9/11 Memorial & Museum,5.66,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L43,L24,Gerald Schoenfeld Theatre — Broadway,L43,Wall Street / NYSE,6.08,Metrô + caminhada,32,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L44,L24,Gerald Schoenfeld Theatre — Broadway,L44,Trinity Church,5.98,Metrô/ônibus + caminhada,28,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L24-L45,L24,Gerald Schoenfeld Theatre — Broadway,L45,Bathhouse Flatiron,2.08,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L33,L25,Times Square,L33,Chrysler Building,1.08,Caminhada,16,25,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L34,L25,Times Square,L34,Central Park — South / The Pond,1.45,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L35,L25,Times Square,L35,Apple Fifth Avenue,1.32,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L36,L25,Times Square,L36,SoHo — Prince & Broadway,3.81,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L37,L25,Times Square,L37,Pearl River Mart,4.06,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L38,L25,Times Square,L38,Intrepid Museum,1.40,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L39,L25,Times Square,L39,Hudson River Greenway — Midtown,1.69,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L40,L25,Times Square,L40,Hudson Yards,1.46,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L41,L25,Times Square,L41,The Oculus,5.51,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L42,L25,Times Square,L42,9/11 Memorial & Museum,5.58,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L43,L25,Times Square,L43,Wall Street / NYSE,5.99,Metrô/ônibus + caminhada,28,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L44,L25,Times Square,L44,Trinity Church,5.90,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L25-L45,L25,Times Square,L45,Bathhouse Flatiron,1.96,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L33,L26,Flatiron Building,L33,Chrysler Building,1.68,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L34,L26,Flatiron Building,L34,Central Park — South / The Pond,3.13,Metrô/ônibus + caminhada,19,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L35,L26,Flatiron Building,L35,Apple Fifth Avenue,2.90,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L36,L26,Flatiron Building,L36,SoHo — Prince & Broadway,1.99,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L37,L26,Flatiron Building,L37,Pearl River Mart,2.26,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L38,L26,Flatiron Building,L38,Intrepid Museum,2.74,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L39,L26,Flatiron Building,L39,Hudson River Greenway — Midtown,2.12,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L40,L26,Flatiron Building,L40,Hudson Yards,1.79,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L41,L26,Flatiron Building,L41,The Oculus,3.75,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L42,L26,Flatiron Building,L42,9/11 Memorial & Museum,3.83,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L43,L26,Flatiron Building,L43,Wall Street / NYSE,4.21,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L44,L26,Flatiron Building,L44,Trinity Church,4.13,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L26-L45,L26,Flatiron Building,L45,Bathhouse Flatiron,0.13,Caminhada,4,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L33,L27,The Battery,L33,Chrysler Building,6.40,Metrô + caminhada,33,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L34,L27,The Battery,L34,Central Park — South / The Pond,7.91,Metrô + caminhada,38,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L35,L27,The Battery,L35,Apple Fifth Avenue,7.68,Metrô + caminhada,37,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L36,L27,The Battery,L36,SoHo — Prince & Broadway,2.82,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L37,L27,The Battery,L37,Pearl River Mart,2.54,Metrô/ônibus + caminhada,17,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L38,L27,The Battery,L38,Intrepid Museum,7.00,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L39,L27,The Battery,L39,Hudson River Greenway — Midtown,5.92,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L40,L27,The Battery,L40,Hudson Yards,5.77,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L41,L27,The Battery,L41,The Oculus,1.04,Caminhada,15,20,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L42,L27,The Battery,L42,9/11 Memorial & Museum,0.99,Caminhada,14,20,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L43,L27,The Battery,L43,Wall Street / NYSE,0.59,Caminhada,9,15,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L44,L27,The Battery,L44,Trinity Church,0.66,Caminhada,10,15,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L27-L45,L27,The Battery,L45,Bathhouse Flatiron,4.66,Metrô/ônibus + caminhada,23,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L33,L28,Chinatown — Columbus Park,L33,Chrysler Building,4.56,Metrô/ônibus + caminhada,23,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L34,L28,Chinatown — Columbus Park,L34,Central Park — South / The Pond,6.12,Metrô + caminhada,32,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L35,L28,Chinatown — Columbus Park,L35,Apple Fifth Avenue,5.88,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L36,L28,Chinatown — Columbus Park,L36,SoHo — Prince & Broadway,1.03,Caminhada,15,20,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L37,L28,Chinatown — Columbus Park,L37,Pearl River Mart,0.80,Caminhada,12,15,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L38,L28,Chinatown — Columbus Park,L38,Intrepid Museum,5.50,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L39,L28,Chinatown — Columbus Park,L39,Hudson River Greenway — Midtown,4.53,Metrô/ônibus + caminhada,23,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L40,L28,Chinatown — Columbus Park,L40,Hudson Yards,4.30,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L41,L28,Chinatown — Columbus Park,L41,The Oculus,1.04,Caminhada,15,20,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L42,L28,Chinatown — Columbus Park,L42,9/11 Memorial & Museum,1.19,Caminhada,17,25,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L43,L28,Chinatown — Columbus Park,L43,Wall Street / NYSE,1.31,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L44,L28,Chinatown — Columbus Park,L44,Trinity Church,1.29,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L28-L45,L28,Chinatown — Columbus Park,L45,Bathhouse Flatiron,2.89,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L33,L29,Brooklyn Bridge,L33,Chrysler Building,5.40,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L34,L29,Brooklyn Bridge,L34,Central Park — South / The Pond,7.02,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L35,L29,Brooklyn Bridge,L35,Apple Fifth Avenue,6.76,Metrô + caminhada,34,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L36,L29,Brooklyn Bridge,L36,SoHo — Prince & Broadway,2.06,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L37,L29,Brooklyn Bridge,L37,Pearl River Mart,1.88,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L38,L29,Brooklyn Bridge,L38,Intrepid Museum,6.55,Metrô + caminhada,34,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L39,L29,Brooklyn Bridge,L39,Hudson River Greenway — Midtown,5.60,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L40,L29,Brooklyn Bridge,L40,Hudson Yards,5.37,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L41,L29,Brooklyn Bridge,L41,The Oculus,1.43,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L42,L29,Brooklyn Bridge,L42,9/11 Memorial & Museum,1.57,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L43,L29,Brooklyn Bridge,L43,Wall Street / NYSE,1.26,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L44,L29,Brooklyn Bridge,L44,Trinity Church,1.36,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L29-L45,L29,Brooklyn Bridge,L45,Bathhouse Flatiron,3.84,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L33,L30,DUMBO — Washington & Water,L33,Chrysler Building,5.51,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L34,L30,DUMBO — Washington & Water,L34,Central Park — South / The Pond,7.15,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L35,L30,DUMBO — Washington & Water,L35,Apple Fifth Avenue,6.88,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L36,L30,DUMBO — Washington & Water,L36,SoHo — Prince & Broadway,2.43,Metrô/ônibus + caminhada,17,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L37,L30,DUMBO — Washington & Water,L37,Pearl River Mart,2.29,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L38,L30,DUMBO — Washington & Water,L38,Intrepid Museum,6.86,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L39,L30,DUMBO — Washington & Water,L39,Hudson River Greenway — Midtown,5.97,Metrô/ônibus + caminhada,28,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L40,L30,DUMBO — Washington & Water,L40,Hudson Yards,5.72,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L41,L30,DUMBO — Washington & Water,L41,The Oculus,2.05,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L42,L30,DUMBO — Washington & Water,L42,9/11 Memorial & Museum,2.20,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L43,L30,DUMBO — Washington & Water,L43,Wall Street / NYSE,1.86,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L44,L30,DUMBO — Washington & Water,L44,Trinity Church,1.97,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L30-L45,L30,DUMBO — Washington & Water,L45,Bathhouse Flatiron,4.08,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L33,L31,Brooklyn Bridge Park — Pier 1,L33,Chrysler Building,5.78,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L34,L31,Brooklyn Bridge Park — Pier 1,L34,Central Park — South / The Pond,7.40,Metrô + caminhada,36,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L35,L31,Brooklyn Bridge Park — Pier 1,L35,Apple Fifth Avenue,7.14,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L36,L31,Brooklyn Bridge Park — Pier 1,L36,SoHo — Prince & Broadway,2.46,Metrô/ônibus + caminhada,17,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L37,L31,Brooklyn Bridge Park — Pier 1,L37,Pearl River Mart,2.26,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L38,L31,Brooklyn Bridge Park — Pier 1,L38,Intrepid Museum,6.94,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L39,L31,Brooklyn Bridge Park — Pier 1,L39,Hudson River Greenway — Midtown,5.99,Metrô/ônibus + caminhada,28,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L40,L31,Brooklyn Bridge Park — Pier 1,L40,Hudson Yards,5.76,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L41,L31,Brooklyn Bridge Park — Pier 1,L41,The Oculus,1.64,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L42,L31,Brooklyn Bridge Park — Pier 1,L42,9/11 Memorial & Museum,1.76,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L43,L31,Brooklyn Bridge Park — Pier 1,L43,Wall Street / NYSE,1.35,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L44,L31,Brooklyn Bridge Park — Pier 1,L44,Trinity Church,1.48,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L31-L45,L31,Brooklyn Bridge Park — Pier 1,L45,Bathhouse Flatiron,4.24,Metrô/ônibus + caminhada,22,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L33,L32,Brooklyn Heights Promenade,L33,Chrysler Building,6.27,Metrô + caminhada,33,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L34,L32,Brooklyn Heights Promenade,L34,Central Park — South / The Pond,7.90,Metrô + caminhada,38,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L35,L32,Brooklyn Heights Promenade,L35,Apple Fifth Avenue,7.63,Metrô + caminhada,37,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L36,L32,Brooklyn Heights Promenade,L36,SoHo — Prince & Broadway,2.95,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L37,L32,Brooklyn Heights Promenade,L37,Pearl River Mart,2.75,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L38,L32,Brooklyn Heights Promenade,L38,Intrepid Museum,7.44,Metrô + caminhada,36,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L39,L32,Brooklyn Heights Promenade,L39,Hudson River Greenway — Midtown,6.48,Metrô + caminhada,33,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L40,L32,Brooklyn Heights Promenade,L40,Hudson Yards,6.26,Metrô + caminhada,33,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L41,L32,Brooklyn Heights Promenade,L41,The Oculus,1.96,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L42,L32,Brooklyn Heights Promenade,L42,9/11 Memorial & Museum,2.06,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L43,L32,Brooklyn Heights Promenade,L43,Wall Street / NYSE,1.57,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L44,L32,Brooklyn Heights Promenade,L44,Trinity Church,1.72,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L32-L45,L32,Brooklyn Heights Promenade,L45,Bathhouse Flatiron,4.74,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L34,L33,Chrysler Building,L34,Central Park — South / The Pond,1.66,Metrô/ônibus + caminhada,14,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L35,L33,Chrysler Building,L35,Apple Fifth Avenue,1.37,Metrô/ônibus + caminhada,13,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L36,L33,Chrysler Building,L36,SoHo — Prince & Broadway,3.58,Metrô/ônibus + caminhada,20,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L37,L33,Chrysler Building,L37,Pearl River Mart,3.86,Metrô/ônibus + caminhada,21,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L38,L33,Chrysler Building,L38,Intrepid Museum,2.49,Metrô/ônibus + caminhada,17,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L39,L33,Chrysler Building,L39,Hudson River Greenway — Midtown,2.61,Metrô/ônibus + caminhada,17,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L40,L33,Chrysler Building,L40,Hudson Yards,2.31,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L41,L33,Chrysler Building,L41,The Oculus,5.38,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L42,L33,Chrysler Building,L42,9/11 Memorial & Museum,5.48,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L43,L33,Chrysler Building,L43,Wall Street / NYSE,5.82,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L44,L33,Chrysler Building,L44,Trinity Church,5.75,Metrô/ônibus + caminhada,27,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L33-L45,L33,Chrysler Building,L45,Bathhouse Flatiron,1.79,Metrô/ônibus + caminhada,15,20,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L35,L34,Central Park — South / The Pond,L35,Apple Fifth Avenue,0.30,Caminhada,6,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L36,L34,Central Park — South / The Pond,L36,SoHo — Prince & Broadway,5.11,Metrô/ônibus + caminhada,25,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L37,L34,Central Park — South / The Pond,L37,Pearl River Mart,5.39,Metrô/ônibus + caminhada,26,35,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L38,L34,Central Park — South / The Pond,L38,Intrepid Museum,2.18,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L39,L34,Central Park — South / The Pond,L39,Hudson River Greenway — Midtown,2.97,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L40,L34,Central Park — South / The Pond,L40,Hudson Yards,2.82,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L41,L34,Central Park — South / The Pond,L41,The Oculus,6.88,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L42,L34,Central Park — South / The Pond,L42,9/11 Memorial & Museum,6.95,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L43,L34,Central Park — South / The Pond,L43,Wall Street / NYSE,7.34,Metrô + caminhada,36,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L44,L34,Central Park — South / The Pond,L44,Trinity Church,7.25,Metrô + caminhada,36,50,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L34-L45,L34,Central Park — South / The Pond,L45,Bathhouse Flatiron,3.25,Metrô/ônibus + caminhada,19,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L36,L35,Apple Fifth Avenue,L36,SoHo — Prince & Broadway,4.88,Metrô/ônibus + caminhada,24,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L37,L35,Apple Fifth Avenue,L37,Pearl River Mart,5.15,Metrô/ônibus + caminhada,25,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L38,L35,Apple Fifth Avenue,L38,Intrepid Museum,2.24,Metrô/ônibus + caminhada,16,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L39,L35,Apple Fifth Avenue,L39,Hudson River Greenway — Midtown,2.93,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L40,L35,Apple Fifth Avenue,L40,Hudson Yards,2.75,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L41,L35,Apple Fifth Avenue,L41,The Oculus,6.65,Metrô + caminhada,34,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L42,L35,Apple Fifth Avenue,L42,9/11 Memorial & Museum,6.73,Metrô + caminhada,34,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L43,L35,Apple Fifth Avenue,L43,Wall Street / NYSE,7.11,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L44,L35,Apple Fifth Avenue,L44,Trinity Church,7.03,Metrô + caminhada,35,45,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L35-L45,L35,Apple Fifth Avenue,L45,Bathhouse Flatiron,3.03,Metrô/ônibus + caminhada,18,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L37,L36,SoHo — Prince & Broadway,L37,Pearl River Mart,0.29,Caminhada,6,10,Alta,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L38,L36,SoHo — Prince & Broadway,L38,Intrepid Museum,4.49,Metrô/ônibus + caminhada,23,30,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L39,L36,SoHo — Prince & Broadway,L39,Hudson River Greenway — Midtown,3.55,Metrô/ônibus + caminhada,20,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
L36-L40,L36,SoHo — Prince & Broadway,L40,Hudson Yards,3.31,Metrô/ônibus + caminhada,19,25,Média,Estimativa estrutural adicionada para o plano original; validar no fechamento do roteiro.
